Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,18376,9/8/2022,-0.230971145,-0.14434729,-0.141616487,21,100
Market-Adjusted Model,18377,9/8/2022,-0.160054733,-0.068321543,-0.070700075,21,100
Market-Adjusted Model,18380,9/8/2022,-0.119220068,-0.025382539,-0.029865409,21,100
Market-Adjusted Model,18384,9/8/2022,-0.089947113,-0.001276883,-0.000592454,21,100
Market-Adjusted Model,18385,9/8/2022,-0.076018332,0.012993175,0.013336327,21,100
Market-Adjusted Model,18386,9/8/2022,-0.089862851,-0.001260609,-0.000508193,21,100
Market-Adjusted Model,18387,9/8/2022,-0.079327827,0.009955364,0.010026832,21,100
Market-Adjusted Model,18388,9/8/2022,-0.038211225,0.053104349,0.051143433,21,100
Market-Adjusted Model,18389,9/8/2022,-0.039980428,0.051531544,0.04937423,21,100
Market-Adjusted Model,18392,9/8/2022,-0.104953793,-0.016206219,-0.015599134,21,100
Market-Adjusted Model,18395,9/8/2022,-0.16770185,-0.082274083,-0.078347192,21,100
Market-Adjusted Model,18396,9/8/2022,0.073076964,0.185652524,0.162431623,21,100
Market-Adjusted Model,18399,9/8/2022,-0.261146541,-0.202487591,-0.171791882,21,100
Market-Adjusted Model,18400,9/8/2022,-0.121546562,-0.033586979,-0.032191903,21,100
Market-Adjusted Model,18401,9/8/2022,-0.41714287,-0.412911565,-0.327788212,21,100
Market-Adjusted Model,18402,9/8/2022,-0.107317071,-0.014469576,-0.017962412,21,100
Market-Adjusted Model,18405,9/8/2022,-0.141261477,-0.045720664,-0.051906819,21,100
Market-Adjusted Model,18406,9/8/2022,-0.100467357,-0.004982589,-0.011112698,21,100
Market-Adjusted Model,18409,9/8/2022,0.002870816,0.094248454,0.092225474,21,100
Market-Adjusted Model,18410,9/8/2022,-0.043411666,0.054305054,0.045942993,21,100
Market-Adjusted Model,18411,9/8/2022,-0.036172083,0.056061855,0.053182575,21,100
Market-Adjusted Model,18413,9/8/2022,-0.226843521,-0.140077927,-0.137488863,21,100
Market-Adjusted Model,18415,9/8/2022,-0.363636338,-0.34379644,-0.27428168,21,100
Market-Adjusted Model,18416,9/8/2022,-0.228136926,-0.15950738,-0.138782268,21,100
Market-Adjusted Model,18417,9/8/2022,-0.012095749,0.078846017,0.077258909,21,100
Market-Adjusted Model,18418,9/8/2022,-0.046688416,0.048418828,0.042666243,21,100
Market-Adjusted Model,18419,9/8/2022,-0.367988609,-0.336202176,-0.278633951,21,100
Market-Adjusted Model,18420,9/8/2022,-0.062743422,0.030274457,0.026611237,21,100
Market-Adjusted Model,18421,9/8/2022,-0.053231548,0.040339151,0.036123111,21,100
Market-Adjusted Model,18423,9/8/2022,-0.013157882,0.080236706,0.076196776,21,100
Market-Adjusted Model,18424,9/8/2022,-0.104921614,-0.011557638,-0.015566956,21,100
Market-Adjusted Model,18425,9/8/2022,-0.188394614,-0.107502339,-0.099039955,21,100
Market-Adjusted Model,18427,9/8/2022,0.110246893,0.239968365,0.199601551,21,100
Market-Adjusted Model,18428,9/8/2022,-0.184107391,-0.107706148,-0.094752732,21,100
Market-Adjusted Model,18429,9/8/2022,-0.086279672,0.002952149,0.003074987,21,100
Market-Adjusted Model,18430,9/8/2022,-0.098429542,-0.009952957,-0.009074884,21,100
Market-Adjusted Model,18431,9/8/2022,-0.111348305,-0.023862868,-0.021993646,21,100
Market-Adjusted Model,18432,9/8/2022,-0.070073279,0.020253137,0.019281379,21,100
Market-Adjusted Model,18434,9/8/2022,-0.125950557,-0.040379635,-0.036595899,21,100
Market-Adjusted Model,18438,9/8/2022,0.172413821,0.284382483,0.261768479,21,100
Market-Adjusted Model,18442,9/8/2022,-0.097960787,-0.00953708,-0.008606129,21,100
Market-Adjusted Model,18443,9/8/2022,-0.019390879,0.071421257,0.06996378,21,100
Market-Adjusted Model,18444,9/8/2022,-0.089097345,0.000239179,0.000257313,21,100
Market-Adjusted Model,18445,9/8/2022,-0.092971982,-0.003835128,-0.003617323,21,100
Market-Adjusted Model,18450,9/8/2022,-0.074552693,0.015920725,0.014801966,21,100
Market-Adjusted Model,18452,9/8/2022,-0.042996794,0.07500893,0.046357864,21,100
Market-Adjusted Model,18453,9/8/2022,-0.062052497,0.058130855,0.027302162,21,100
Market-Adjusted Model,18456,9/8/2022,-0.134864149,-0.043304179,-0.04550949,21,100
Market-Adjusted Model,18457,9/8/2022,-0.209580871,-0.122967685,-0.120226212,21,100
Market-Adjusted Model,18458,9/8/2022,-0.225609765,-0.149848535,-0.136255106,21,100
Market-Adjusted Model,18459,9/8/2022,-0.015411985,0.07718166,0.073942673,21,100
Market-Adjusted Model,18461,9/8/2022,-0.338915847,-0.289113176,-0.249561189,21,100
Market-Adjusted Model,18464,9/8/2022,-0.07668711,0.152767301,0.012667549,21,100
Market-Adjusted Model,18465,9/8/2022,-0.114673228,-0.027745592,-0.02531857,21,100
Market-Adjusted Model,18466,9/8/2022,0.018219124,0.133901672,0.107573782,21,100
Market-Adjusted Model,18467,9/8/2022,-0.01704544,0.085388299,0.072309218,21,100
Market-Adjusted Model,18468,9/8/2022,-0.123595448,-0.03254244,-0.03424079,21,100
Market-Adjusted Model,18472,9/8/2022,-0.053371983,0.037764965,0.035982675,21,100
Market-Adjusted Model,18480,9/8/2022,-0.156956108,-0.076634445,-0.06760145,21,100
Market-Adjusted Model,18481,9/8/2022,-0.0881181,0.002509382,0.001236558,21,100
Market-Adjusted Model,18482,9/8/2022,-0.143186166,-0.04709996,-0.053831508,21,100
Market-Adjusted Model,18483,9/8/2022,-0.303119997,-0.242436821,-0.213765339,21,100
Market-Adjusted Model,18484,9/8/2022,-0.083374311,0.009528943,0.005980348,21,100
Market-Adjusted Model,18485,9/8/2022,0.128342218,0.23214728,0.217696877,21,100
Market-Adjusted Model,18513,9/8/2022,-0.156133853,-0.070875968,-0.066779194,21,100
Market-Adjusted Model,18514,9/8/2022,-0.092283203,-0.001047504,-0.002928544,21,100
Market-Adjusted Model,18515,9/8/2022,-0.127333314,-0.036473965,-0.037978656,21,100
Market-Adjusted Model,18516,9/8/2022,-0.072032445,0.018035309,0.017322214,21,100
Market-Adjusted Model,18517,9/8/2022,-0.001071492,0.089899758,0.088283167,21,100
Market-Adjusted Model,18520,9/8/2022,-0.033510482,0.057278974,0.055844177,21,100
Market-Adjusted Model,18521,9/8/2022,-0.042912459,0.047700888,0.046442199,21,100
Market-Adjusted Model,18522,9/8/2022,-0.057820415,0.032610336,0.031534243,21,100
Market-Adjusted Model,18523,9/8/2022,-0.017001127,0.073861649,0.072353531,21,100
Market-Adjusted Model,18524,9/8/2022,-0.021035515,0.069746755,0.068319144,21,100
Market-Adjusted Model,18525,9/8/2022,-0.023845806,0.066889838,0.065508853,21,100
Market-Adjusted Model,18528,9/8/2022,-0.091570537,-0.001565533,-0.002215878,21,100
Market-Adjusted Model,18529,9/8/2022,-0.152472542,-0.051525007,-0.063117884,21,100
Market-Adjusted Model,18530,9/8/2022,-0.062398173,0.027706613,0.026956486,21,100
Market-Adjusted Model,18531,9/8/2022,0.001037926,0.092011644,0.090392585,21,100
Market-Adjusted Model,18532,9/8/2022,-0.110061401,-0.02248364,-0.020706743,21,100
Market-Adjusted Model,18533,9/8/2022,-0.271039773,-0.204127097,-0.181685114,21,100
Market-Adjusted Model,18535,9/8/2022,-0.081496379,0.008172571,0.007858279,21,100
Market-Adjusted Model,18536,9/8/2022,-0.039055455,0.051405803,0.050299203,21,100
Market-Adjusted Model,18537,9/8/2022,-0.088356159,0.001129581,0.0009985,21,100
Market-Adjusted Model,18538,9/8/2022,-0.100578412,-0.011842156,-0.011223753,21,100
Market-Adjusted Model,18539,9/8/2022,-0.157753988,-0.069474306,-0.068399329,21,100
Market-Adjusted Model,18540,9/8/2022,-0.00594324,0.08504986,0.083411419,21,100
Market-Adjusted Model,18541,9/8/2022,-0.013025806,0.079158038,0.076328853,21,100
Market-Adjusted Model,18542,9/8/2022,-0.135185856,-0.049829673,-0.045831198,21,100
Market-Adjusted Model,18545,9/8/2022,0.030110945,0.026030945,0.026030945,1,100
Market-Adjusted Model,18546,9/8/2022,-0.248703502,-0.186922495,-0.159348844,21,100
Market-Adjusted Model,18547,9/8/2022,-0.2196162,-0.142315844,-0.130261541,21,100
Market-Adjusted Model,18548,9/8/2022,-0.082332797,0.010296183,0.007021862,21,100
Market-Adjusted Model,18549,9/8/2022,0.205607382,0.309916285,0.294962041,21,100
Market-Adjusted Model,18552,9/8/2022,-0.094059376,0.00993198,-0.004704717,21,100
Market-Adjusted Model,18553,9/8/2022,-0.112068943,-0.01709761,-0.022714284,21,100
Market-Adjusted Model,18554,9/8/2022,-0.089794758,0.000219526,-0.0004401,21,100
Market-Adjusted Model,18555,9/8/2022,-0.0695114,0.038644507,0.019843259,21,100
Market-Adjusted Model,18556,9/8/2022,-0.359712231,-0.327016965,-0.270357572,21,100
Market-Adjusted Model,18557,9/8/2022,-0.120049841,-0.028066958,-0.030695183,21,100
Market-Adjusted Model,18558,9/8/2022,-0.332344194,-0.284448351,-0.242989536,21,100
Market-Adjusted Model,18559,9/8/2022,-0.070063711,0.040667565,0.019290948,21,100
Market-Adjusted Model,18560,9/8/2022,-0.049999981,0.040213715,0.039354678,21,100
Market-Adjusted Model,18561,9/8/2022,-0.198019794,-0.116012708,-0.108665135,21,100
Market-Adjusted Model,18562,9/8/2022,0.30597012,0.54287872,0.395324779,21,100
Market-Adjusted Model,18563,9/8/2022,0.114096553,0.205685774,0.203451212,21,100
Market-Adjusted Model,18566,9/8/2022,-0.044776162,0.054836953,0.044578496,21,100
Market-Adjusted Model,18568,9/8/2022,-0.123653796,-0.024988551,-0.034299137,21,100
Market-Adjusted Model,18571,9/8/2022,-0.194139182,-0.066659227,-0.104784524,21,100
Market-Adjusted Model,18572,9/8/2022,-0.415260734,-0.42347588,-0.325906075,21,100
Market-Adjusted Model,18573,9/8/2022,-0.09716605,-0.00736175,-0.007811391,21,100
Market-Adjusted Model,18575,9/8/2022,-0.049683597,0.041906392,0.039671061,21,100
Market-Adjusted Model,18576,9/8/2022,0.027687897,0.127307447,0.117042555,21,100
Market-Adjusted Model,18578,9/8/2022,-0.075156606,0.020300819,0.014198052,21,100
Market-Adjusted Model,18579,9/8/2022,-0.195468509,-0.118995355,-0.10611385,21,100
Market-Adjusted Model,18580,9/8/2022,-0.113445461,-0.010087224,-0.024090803,21,100
Market-Adjusted Model,18581,9/8/2022,-0.07464139,0.015099987,0.014713269,21,100
Market-Adjusted Model,18582,9/8/2022,-0.129699229,-0.044171906,-0.040344571,21,100
Market-Adjusted Model,18583,9/8/2022,-0.101948187,-0.01326842,-0.012593528,21,100
Market-Adjusted Model,18589,9/8/2022,-0.080742282,0.008963274,0.008612376,21,100
Market-Adjusted Model,18592,9/8/2022,-0.032540105,0.060141807,0.056814553,21,100
Market-Adjusted Model,18622,9/8/2022,-0.092974633,-0.004111795,-0.003619975,21,100
Market-Adjusted Model,18642,9/8/2022,-0.18941981,-0.108862698,-0.100065151,21,100
Market-Adjusted Model,18643,9/8/2022,-0.159840196,-0.069830201,-0.070485538,21,100
Market-Adjusted Model,18644,9/8/2022,-0.369801312,-0.337322826,-0.280446654,21,100
Market-Adjusted Model,18645,9/8/2022,-0.104557676,0.009367288,-0.015203017,21,100
Market-Adjusted Model,18646,9/8/2022,-0.264705899,-0.113517043,-0.17535124,21,100
Market-Adjusted Model,18647,9/8/2022,-0.069111932,0.024880424,0.020242726,21,100
Market-Adjusted Model,18648,9/8/2022,-0.293193688,-0.242333705,-0.203839029,21,100
Market-Adjusted Model,18649,9/8/2022,-0.101674255,-0.013298546,-0.012319597,21,100
Market-Adjusted Model,18651,9/8/2022,-0.055911563,0.035206751,0.033443095,21,100
Market-Adjusted Model,18652,9/8/2022,-0.007793076,0.083991243,0.081561583,21,100
Market-Adjusted Model,18653,9/8/2022,-0.101427993,-0.008131911,-0.012073335,21,100
Market-Adjusted Model,18654,9/8/2022,-0.098081778,-0.010034305,-0.008727119,21,100
Market-Adjusted Model,18656,9/8/2022,0.118139578,0.253208345,0.207494236,21,100
Market-Adjusted Model,18659,9/8/2022,-0.262580633,-0.199508284,-0.173225974,21,100
Market-Adjusted Model,18660,9/8/2022,-0.018302257,0.086968409,0.071052402,21,100
Market-Adjusted Model,18661,9/8/2022,-0.405312476,-0.397360218,-0.315957818,21,100
Market-Adjusted Model,18663,9/8/2022,0.076129057,0.177633341,0.165483716,21,100
Market-Adjusted Model,18664,9/8/2022,-0.299549586,-0.24854926,-0.210194927,21,100
Market-Adjusted Model,18667,9/8/2022,-0.126213587,-0.031792811,-0.036858929,21,100
Market-Adjusted Model,18668,9/8/2022,-0.037104598,0.055362691,0.05225006,21,100
Market-Adjusted Model,18670,9/8/2022,-0.194441038,-0.109266202,-0.105086379,21,100
Market-Adjusted Model,18671,9/8/2022,0.049999997,0.140950029,0.139354655,21,100
Market-Adjusted Model,18672,9/8/2022,-0.098072144,-0.009668127,-0.008717485,21,100
Market-Adjusted Model,18675,9/8/2022,-0.155880676,-0.058236179,-0.066526017,21,100
Market-Adjusted Model,18676,9/8/2022,-0.138950331,-0.045294113,-0.049595673,21,100
Market-Adjusted Model,18677,9/8/2022,-0.450284104,-0.457418192,-0.360929446,21,100
Market-Adjusted Model,18678,9/8/2022,-0.087700005,0.057032423,0.001654654,21,100
Market-Adjusted Model,18679,9/8/2022,-0.025790733,0.065439299,0.063563926,21,100
Market-Adjusted Model,18680,9/8/2022,-0.067808478,0.023110323,0.021546181,21,100
Market-Adjusted Model,18684,9/8/2022,-0.053322808,0.036661035,0.036031851,21,100
Market-Adjusted Model,18685,9/8/2022,-0.11605394,-0.029594518,-0.026699282,21,100
Market-Adjusted Model,18686,9/8/2022,-0.089107171,-0.000495226,0.000247488,21,100
Market-Adjusted Model,18687,9/8/2022,-0.073675866,0.016776636,0.015678793,21,100
Market-Adjusted Model,18689,9/8/2022,-0.085183188,0.003575849,0.00417147,21,100
Market-Adjusted Model,18699,9/8/2022,-0.082938647,0.006190273,0.006416012,21,100
Market-Adjusted Model,18700,9/8/2022,-0.073014549,0.016949753,0.01634011,21,100
Market-Adjusted Model,18701,9/8/2022,0.000129683,0.091118144,0.089484341,21,100
Market-Adjusted Model,18703,9/8/2022,-0.018756056,0.0723476,0.070598603,21,100
Market-Adjusted Model,18704,9/8/2022,0.002657335,0.093635224,0.092011993,21,100
Market-Adjusted Model,18705,9/8/2022,-0.011470705,0.079646186,0.077883954,21,100
Market-Adjusted Model,18707,9/8/2022,-0.083038265,0.005073827,0.006316394,21,100
Market-Adjusted Model,18709,9/8/2022,-0.09647982,0.00083135,-0.007125161,21,100
Market-Adjusted Model,18712,9/8/2022,-0.092776666,-0.003123167,-0.003422008,21,100
Market-Adjusted Model,18713,9/8/2022,-0.027039525,0.063742766,0.062315134,21,100
Market-Adjusted Model,18714,9/8/2022,0.003417477,0.094412388,0.092772136,21,100
Market-Adjusted Model,18715,9/8/2022,-0.051118163,0.042570651,0.038236495,21,100
Market-Adjusted Model,18716,9/8/2022,-0.114721861,-0.026164042,-0.025367203,21,100
Market-Adjusted Model,18717,9/8/2022,-0.078202315,0.011277111,0.011152344,21,100
Market-Adjusted Model,18718,9/8/2022,-0.089966691,-0.000903676,-0.000612033,21,100
Market-Adjusted Model,18719,9/8/2022,-0.190625042,-0.094056426,-0.101270383,21,100
Market-Adjusted Model,18720,9/8/2022,-0.047218124,0.04275657,0.042136534,21,100
Market-Adjusted Model,18721,9/8/2022,-0.016638781,0.074463177,0.072715877,21,100
Market-Adjusted Model,18722,9/8/2022,-0.099682953,-0.00941636,-0.010328294,21,100
Market-Adjusted Model,18723,9/8/2022,-0.130864139,-0.043438083,-0.04150948,21,100
Market-Adjusted Model,18724,9/8/2022,-0.104882498,-0.016525681,-0.015527839,21,100
Market-Adjusted Model,18725,9/8/2022,0.009935186,0.112906799,0.099289845,21,100
Market-Adjusted Model,18726,9/8/2022,-0.16157206,-0.072429742,-0.072217402,21,100
Market-Adjusted Model,18727,9/8/2022,-0.234125024,-0.15908884,-0.144770365,21,100
Market-Adjusted Model,18728,9/8/2022,-0.089999978,0.037156174,-0.000645319,21,100
Market-Adjusted Model,18729,9/8/2022,-0.069169943,0.020855435,0.020184715,21,100
Market-Adjusted Model,18735,9/8/2022,-0.134302199,-0.050535184,-0.04494754,21,100
Market-Adjusted Model,18736,9/8/2022,-0.094954609,-0.004250753,-0.00559995,21,100
Market-Adjusted Model,18739,9/8/2022,-0.072296178,0.018467193,0.017058481,21,100
Market-Adjusted Model,18741,9/8/2022,-0.094939896,-0.006090735,-0.005585237,21,100
Market-Adjusted Model,18742,9/8/2022,-0.105332,-0.015048635,-0.015977342,21,100
Market-Adjusted Model,18743,9/8/2022,-0.216216253,-0.125964903,-0.126861594,21,100
Market-Adjusted Model,18744,9/8/2022,-0.040231268,0.050431546,0.049123391,21,100
Market-Adjusted Model,18747,9/8/2022,-0.047354693,0.043154922,0.041999966,21,100
Market-Adjusted Model,18748,9/8/2022,-0.065119242,0.02481983,0.024235417,21,100
Market-Adjusted Model,18749,9/8/2022,-0.087923728,0.002624591,0.00143093,21,100
Market-Adjusted Model,18751,9/8/2022,-0.131825524,-0.043934434,-0.042470866,21,100
Market-Adjusted Model,18752,9/8/2022,-0.067033573,0.023296183,0.022321085,21,100
Market-Adjusted Model,18755,9/8/2022,-0.067255067,0.022834557,0.022099592,21,100
Market-Adjusted Model,18760,9/8/2022,-0.129804118,-0.044053464,-0.040449459,21,100
Market-Adjusted Model,18763,9/8/2022,-0.078337929,0.019882187,0.01101673,21,100
Market-Adjusted Model,18764,9/8/2022,-0.090885767,-0.001927299,-0.001531108,21,100
Market-Adjusted Model,18765,9/8/2022,-0.056600305,0.033617823,0.032754354,21,100
Market-Adjusted Model,18767,9/8/2022,-0.036078145,0.065640769,0.053276514,21,100
Market-Adjusted Model,18768,9/8/2022,-0.155473993,-0.06403732,-0.066119334,21,100
Market-Adjusted Model,18769,9/8/2022,-0.358139517,-0.323009076,-0.268784859,21,100
Market-Adjusted Model,18770,9/8/2022,-0.046575358,0.067070603,0.0427793,21,100
Market-Adjusted Model,18771,9/8/2022,0.099636916,0.188374122,0.188991575,21,100
Market-Adjusted Model,18772,9/8/2022,1.172614076,1.409729266,1.261968734,21,100
Market-Adjusted Model,18773,9/8/2022,-0.202764998,-0.120092161,-0.11341034,21,100
Market-Adjusted Model,18774,9/8/2022,-0.222222272,-0.14103768,-0.132867614,21,100
Market-Adjusted Model,18775,9/8/2022,-0.125877637,-0.032466448,-0.036522978,21,100
Market-Adjusted Model,18776,9/8/2022,-0.153465324,-0.056583056,-0.064110665,21,100
Market-Adjusted Model,18777,9/8/2022,-0.128084311,-0.03938471,-0.038729653,21,100
Market-Adjusted Model,18779,9/8/2022,-0.124959328,-0.030147093,-0.03560467,21,100
Market-Adjusted Model,18780,9/8/2022,-0.219512227,-0.138893071,-0.130157569,21,100
Market-Adjusted Model,18781,9/8/2022,0.335664359,0.393842998,0.425019017,21,100
Market-Adjusted Model,18783,9/8/2022,-0.195822455,-0.097922515,-0.106467796,21,100
Market-Adjusted Model,18784,9/8/2022,-0.29741378,-0.217673187,-0.208059121,21,100
Market-Adjusted Model,18785,9/8/2022,-0.114676193,-0.020231994,-0.025321535,21,100
Market-Adjusted Model,18786,9/8/2022,-0.087245144,0.002855362,0.002109514,21,100
Market-Adjusted Model,18789,9/8/2022,-0.246353313,-0.180232172,-0.156998654,21,100
Market-Adjusted Model,18792,9/8/2022,-0.13131542,-0.042839734,-0.041960761,21,100
Market-Adjusted Model,18793,9/8/2022,-0.130121131,-0.043772469,-0.040766472,21,100
Market-Adjusted Model,18795,9/8/2022,-0.063240017,0.026603303,0.026114641,21,100
Market-Adjusted Model,18798,9/8/2022,-0.112454623,-0.025735733,-0.023099965,21,100
Market-Adjusted Model,18799,9/8/2022,-0.061096535,0.028623425,0.028258124,21,100
Market-Adjusted Model,18800,9/8/2022,-0.068630245,0.020935421,0.020724413,21,100
Market-Adjusted Model,18801,9/8/2022,-0.06852924,0.021547721,0.020825419,21,100
Market-Adjusted Model,18802,9/8/2022,0.012907855,0.13022542,0.102262514,21,100
Market-Adjusted Model,18803,9/8/2022,-0.000239689,0.090744834,0.08911497,21,100
Market-Adjusted Model,18804,9/8/2022,-0.049095581,0.041190145,0.040259077,21,100
Market-Adjusted Model,18805,9/8/2022,-0.050463799,0.039942089,0.03889086,21,100
Market-Adjusted Model,18806,9/8/2022,-0.235249667,-0.166389487,-0.145895009,21,100
Market-Adjusted Model,18807,9/8/2022,-0.125937052,-0.041676634,-0.036582393,21,100
Market-Adjusted Model,18808,9/8/2022,0.085318294,0.196378989,0.174672953,21,100
Market-Adjusted Model,18811,9/8/2022,-0.094263129,-0.007117385,-0.00490847,21,100
Market-Adjusted Model,18812,9/8/2022,-0.191256839,-0.110006074,-0.101902181,21,100
Market-Adjusted Model,18813,9/8/2022,-0.082593276,0.010987046,0.006761382,21,100
Market-Adjusted Model,18814,9/8/2022,-0.103035118,-0.010383652,-0.013680459,21,100
Market-Adjusted Model,18815,9/8/2022,0.0291734,0.133014746,0.118528059,21,100
Market-Adjusted Model,18816,9/8/2022,-0.036046825,0.054437616,0.053307834,21,100
Market-Adjusted Model,18819,9/8/2022,-0.009917745,0.081022564,0.079436914,21,100
Market-Adjusted Model,18820,9/8/2022,-0.046128495,0.044849177,0.043226164,21,100
Market-Adjusted Model,18821,9/8/2022,-0.068147772,0.021855361,0.021206887,21,100
Market-Adjusted Model,18822,9/8/2022,-0.112122738,-0.025574956,-0.02276808,21,100
Market-Adjusted Model,18823,9/8/2022,-0.082120159,0.007240265,0.0072345,21,100
Market-Adjusted Model,18824,9/8/2022,-0.032258009,0.068155546,0.05709665,21,100
Market-Adjusted Model,18827,9/8/2022,-0.076354663,0.049354821,0.012999996,21,100
Market-Adjusted Model,18828,9/8/2022,-0.070052555,0.019337246,0.019302103,21,100
Market-Adjusted Model,18829,9/8/2022,0.110236268,0.199685472,0.199590926,21,100
Market-Adjusted Model,18830,9/8/2022,0.003947375,0.094918329,0.093302034,21,100
Market-Adjusted Model,18831,9/8/2022,-0.446506015,-0.474148713,-0.357151357,21,100
Market-Adjusted Model,18832,9/8/2022,-0.193288155,-0.110219814,-0.103933497,21,100
Market-Adjusted Model,18835,9/8/2022,-0.086752609,0.015391966,0.002602049,21,100
Market-Adjusted Model,18836,9/8/2022,-0.008196719,0.104337929,0.08115794,21,100
Market-Adjusted Model,18837,9/8/2022,0.016113748,0.108802715,0.105468406,21,100
Market-Adjusted Model,18838,9/8/2022,0.008589038,0.125760508,0.097943697,21,100
Market-Adjusted Model,18839,9/8/2022,-0.052840925,0.041078316,0.036513734,21,100
Market-Adjusted Model,18840,9/8/2022,-0.034220601,0.089228491,0.055134058,21,100
Market-Adjusted Model,18843,9/8/2022,-0.089780103,-0.000358188,-0.000425445,21,100
Market-Adjusted Model,18844,9/8/2022,-0.033001965,0.060425012,0.056352694,21,100
Market-Adjusted Model,18845,9/8/2022,-0.012401315,0.096909756,0.076953343,21,100
Market-Adjusted Model,18846,9/8/2022,-0.104092204,-0.005038917,-0.014737545,21,100
Market-Adjusted Model,18847,9/8/2022,-0.025773197,0.066625531,0.063581461,21,100
Market-Adjusted Model,18851,9/8/2022,-0.013224326,0.078692028,0.076130332,21,100
Market-Adjusted Model,18852,9/8/2022,-0.133823569,-0.042621524,-0.04446891,21,100
Market-Adjusted Model,18853,9/8/2022,0.000964342,0.09195976,0.090319001,21,100
Market-Adjusted Model,18855,9/8/2022,-0.200000045,-0.098153021,-0.110645386,21,100
Market-Adjusted Model,18856,9/8/2022,-0.147798301,-0.065026851,-0.058443642,21,100
Market-Adjusted Model,18886,9/8/2022,-0.117723234,-0.026368723,-0.028368576,21,100
Market-Adjusted Model,18887,9/8/2022,-0.287128665,-0.093921315,-0.197774007,21,100
Market-Adjusted Model,18888,9/8/2022,-0.039251898,0.052313713,0.050102761,21,100
Market-Adjusted Model,18889,9/8/2022,-0.040430204,0.050160832,0.048924455,21,100
Market-Adjusted Model,18890,9/8/2022,-0.049888626,0.040683635,0.039466033,21,100
Market-Adjusted Model,18891,9/8/2022,-0.066326527,0.023683051,0.023028131,21,100
Market-Adjusted Model,18894,9/8/2022,-0.101941715,0.00442001,-0.012587057,21,100
Market-Adjusted Model,18895,9/8/2022,-0.017315999,0.075816529,0.07203866,21,100
Market-Adjusted Model,18896,9/8/2022,-0.10262011,-0.006800511,-0.013265451,21,100
Market-Adjusted Model,18897,9/8/2022,-0.508415042,-0.51635522,-0.419060383,21,100
Market-Adjusted Model,18898,9/8/2022,-0.203705934,-0.124720716,-0.114351276,21,100
Market-Adjusted Model,18899,9/8/2022,-0.322916679,-0.287662834,-0.23356202,21,100
Market-Adjusted Model,18901,9/8/2022,0.02577314,0.138967406,0.115127798,21,100
Market-Adjusted Model,18902,9/8/2022,-0.162454898,-0.067822783,-0.073100239,21,100
Market-Adjusted Model,18903,9/8/2022,-0.06896552,0.030213098,0.020389138,21,100
Market-Adjusted Model,18904,9/8/2022,-0.067880769,0.023595722,0.02147389,21,100
Market-Adjusted Model,18907,9/8/2022,-0.221374023,-0.128331064,-0.132019364,21,100
Market-Adjusted Model,18908,9/8/2022,-0.178097649,-0.078527368,-0.088742991,21,100
Market-Adjusted Model,18909,9/8/2022,-0.127796564,-0.028456425,-0.038441906,21,100
Market-Adjusted Model,18910,9/8/2022,-0.080838353,0.012180882,0.008516306,21,100
Market-Adjusted Model,18911,9/8/2022,-0.131566129,-0.036032527,-0.04221147,21,100
Market-Adjusted Model,18912,9/8/2022,0.007130153,0.098114528,0.096484811,21,100
Market-Adjusted Model,18913,9/8/2022,-0.153422988,-0.065868167,-0.06406833,21,100
Market-Adjusted Model,18915,9/8/2022,-0.172500038,-0.090079947,-0.083145379,21,100
Market-Adjusted Model,18916,9/8/2022,-0.056647443,0.03400757,0.032707215,21,100
Market-Adjusted Model,18917,9/8/2022,-0.07548439,0.014366916,0.013870269,21,100
Market-Adjusted Model,18918,9/8/2022,-0.07890878,0.010879481,0.010445878,21,100
Market-Adjusted Model,18919,9/8/2022,-0.112168884,-0.025288612,-0.022814226,21,100
Market-Adjusted Model,18920,9/8/2022,-0.088162534,0.001095974,0.001192125,21,100
Market-Adjusted Model,18923,9/8/2022,-0.08934651,-0.000158085,8.15E-06,21,100
Market-Adjusted Model,18924,9/8/2022,-0.079759018,0.00964336,0.00959564,21,100
Market-Adjusted Model,18925,9/8/2022,-0.107329963,-0.019780659,-0.017975305,21,100
Market-Adjusted Model,18926,9/8/2022,-0.116580264,-0.017301733,-0.027225606,21,100
Market-Adjusted Model,18927,9/8/2022,-0.036612327,0.05386781,0.052742331,21,100
Market-Adjusted Model,18928,9/8/2022,-0.023876677,0.067126674,0.065477981,21,100
Market-Adjusted Model,18929,9/8/2022,-0.0278019,0.063274193,0.061552758,21,100
Market-Adjusted Model,18930,9/8/2022,-0.064203241,0.025650917,0.025151417,21,100
Market-Adjusted Model,18931,9/8/2022,-0.041268329,0.049157218,0.04808633,21,100
Market-Adjusted Model,18932,9/8/2022,-0.039738227,0.051005771,0.049616431,21,100
Market-Adjusted Model,18933,9/8/2022,-0.040442317,0.049981141,0.048912342,21,100
Market-Adjusted Model,18934,9/8/2022,-0.101521327,-0.015042408,-0.012166668,21,100
Market-Adjusted Model,18935,9/8/2022,-0.035397713,0.05558658,0.053956945,21,100
Market-Adjusted Model,18936,9/8/2022,-0.22128204,-0.137901882,-0.131927381,21,100
Market-Adjusted Model,18937,9/8/2022,0.080281725,0.199828902,0.169636384,21,100
Market-Adjusted Model,18938,9/8/2022,-0.086811349,0.013895295,0.00254331,21,100
