Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,20482,9/8/2022,-0.0465994,0.045915749,0.042755258,21,100
Market-Adjusted Model,20512,9/8/2022,-0.020643449,0.071434938,0.06871121,21,100
Market-Adjusted Model,20519,9/8/2022,-0.054839461,0.03587214,0.034515198,21,100
Market-Adjusted Model,20520,9/8/2022,-0.063367622,0.026431951,0.025987037,21,100
Market-Adjusted Model,20521,9/8/2022,-0.019140676,0.071815298,0.070213983,21,100
Market-Adjusted Model,20522,9/8/2022,0.123287708,0.217735701,0.212642367,21,100
Market-Adjusted Model,20523,9/8/2022,0.002022195,0.09299526,0.091376853,21,100
Market-Adjusted Model,20524,9/8/2022,-0.070990077,0.036048113,0.018364582,21,100
Market-Adjusted Model,20525,9/8/2022,0.00101105,0.091996411,0.090365708,21,100
Market-Adjusted Model,20526,9/8/2022,-0.102721673,-0.014749902,-0.013367014,21,100
Market-Adjusted Model,20527,9/8/2022,-0.087539766,0.001969433,0.001814892,21,100
Market-Adjusted Model,20528,9/8/2022,-0.056627124,0.033750653,0.032727535,21,100
Market-Adjusted Model,20529,9/8/2022,-0.094207577,-0.005222405,-0.004852919,21,100
Market-Adjusted Model,20530,9/8/2022,-0.106896375,-0.019588045,-0.017541717,21,100
Market-Adjusted Model,20531,9/8/2022,-0.11664092,-0.029972328,-0.027286262,21,100
Market-Adjusted Model,20532,9/8/2022,-0.10270273,-0.013597737,-0.013348072,21,100
Market-Adjusted Model,20533,9/8/2022,-0.058921951,0.030634627,0.030432707,21,100
Market-Adjusted Model,20534,9/8/2022,1.40E-10,0.090976408,0.089354659,21,100
Market-Adjusted Model,20535,9/8/2022,-0.068206806,0.022680038,0.021147853,21,100
Market-Adjusted Model,20536,9/8/2022,-0.097307944,-0.00800465,-0.007953286,21,100
Market-Adjusted Model,20537,9/8/2022,0.004040401,0.095010124,0.093395059,21,100
Market-Adjusted Model,20540,9/8/2022,-0.081827608,0.007582274,0.007527051,21,100
Market-Adjusted Model,20541,9/8/2022,-0.084735106,0.004109999,0.004619553,21,100
Market-Adjusted Model,20544,9/8/2022,-0.051837288,0.038764989,0.037517371,21,100
Market-Adjusted Model,20545,9/8/2022,-0.167701848,-0.073179363,-0.07834719,21,100
Market-Adjusted Model,20548,9/8/2022,-0.002026292,0.088946803,0.087328366,21,100
Market-Adjusted Model,20549,9/8/2022,0.003852365,0.094823918,0.093207023,21,100
Market-Adjusted Model,20550,9/8/2022,-0.070609744,0.018457379,0.018744915,21,100
Market-Adjusted Model,20551,9/8/2022,-0.029816792,0.060752931,0.059537866,21,100
Market-Adjusted Model,20552,9/8/2022,-0.300268124,-0.251964178,-0.210913465,21,100
Market-Adjusted Model,20553,9/8/2022,-0.061620903,0.032468106,0.027733756,21,100
Market-Adjusted Model,20556,9/8/2022,-0.00795489,0.082999456,0.081399769,21,100
Market-Adjusted Model,20557,9/8/2022,0.00293321,0.093936681,0.092287869,21,100
Market-Adjusted Model,20558,9/8/2022,-0.180045736,-0.096581937,-0.090691078,21,100
Market-Adjusted Model,20561,9/8/2022,-0.382789311,-0.279469278,-0.293434653,21,100
Market-Adjusted Model,20563,9/8/2022,0.004056792,0.095031865,0.09341145,21,100
Market-Adjusted Model,20564,9/8/2022,-0.00724637,0.093595081,0.082108289,21,100
Market-Adjusted Model,20565,9/8/2022,0.005558297,0.096517118,0.094912956,21,100
Market-Adjusted Model,20566,9/8/2022,-0.135514051,-0.040718146,-0.046159392,21,100
Market-Adjusted Model,20567,9/8/2022,-0.074455407,0.030224193,0.014899252,21,100
Market-Adjusted Model,20569,9/8/2022,0.00201821,0.093034963,0.091372869,21,100
Market-Adjusted Model,20572,9/8/2022,0.211864422,0.318309175,0.30121908,21,100
Market-Adjusted Model,20573,9/8/2022,-0.267272736,-0.205952353,-0.177918077,21,100
Market-Adjusted Model,20574,9/8/2022,-0.06666668,0.149025216,0.022687978,21,100
Market-Adjusted Model,20575,9/8/2022,-0.138176611,-0.019231616,-0.048821952,21,100
Market-Adjusted Model,20576,9/8/2022,-0.303841631,-0.223958632,-0.214486972,21,100
Market-Adjusted Model,20577,9/8/2022,-0.590387756,-0.602517795,-0.557076849,5,100
Market-Adjusted Model,20578,9/8/2022,-0.107142872,-0.015032242,-0.017788214,21,100
Market-Adjusted Model,20579,9/8/2022,-0.346524764,-0.281486374,-0.257170105,21,100
Market-Adjusted Model,20580,9/8/2022,-0.512396712,-0.50559825,-0.423042054,21,100
Market-Adjusted Model,20581,9/8/2022,-0.099483204,-0.002183663,-0.010128545,21,100
Market-Adjusted Model,20582,9/8/2022,0.003533554,0.094503375,0.092888212,21,100
Market-Adjusted Model,20583,9/8/2022,-0.018332212,0.078785867,0.071022447,21,100
Market-Adjusted Model,20584,9/8/2022,0.050379314,0.144607032,0.139733973,21,100
Market-Adjusted Model,20585,9/8/2022,0.001519831,0.092493944,0.09087449,21,100
Market-Adjusted Model,20586,9/8/2022,0.004036323,0.095005297,0.093390982,21,100
Market-Adjusted Model,20587,9/8/2022,-0.084681675,0.038137671,0.004672983,21,100
Market-Adjusted Model,20588,9/8/2022,-0.079999982,0.040972068,0.009354677,21,100
Market-Adjusted Model,20591,9/8/2022,-0.003054962,0.088033778,0.086299696,21,100
Market-Adjusted Model,20592,9/8/2022,0.001958816,0.092952771,0.091313474,21,100
Market-Adjusted Model,20593,9/8/2022,-0.086466167,0.042371323,0.002888492,21,100
Market-Adjusted Model,20594,9/8/2022,0.002014049,0.09298883,0.091368707,21,100
Market-Adjusted Model,20595,9/8/2022,-0.025218166,0.06638179,0.064136493,21,100
Market-Adjusted Model,20596,9/8/2022,-0.281045722,-0.188529488,-0.191691064,21,100
Market-Adjusted Model,20598,9/8/2022,0.148351682,0.235819462,0.23770634,21,100
Market-Adjusted Model,20599,9/8/2022,-0.278735653,-0.214213404,-0.189380995,21,100
Market-Adjusted Model,20600,9/8/2022,-0.217692272,-0.128203566,-0.128337613,21,100
Market-Adjusted Model,20601,9/8/2022,-0.168122273,-0.081676665,-0.078767615,21,100
Market-Adjusted Model,20603,9/8/2022,0.003030373,0.094001644,0.092385032,21,100
Market-Adjusted Model,20604,9/8/2022,-0.190290907,-0.068118184,-0.100936248,21,100
Market-Adjusted Model,20605,9/8/2022,0.004540876,0.09550452,0.093895534,21,100
Market-Adjusted Model,20606,9/8/2022,-0.162142888,-0.082600802,-0.07278823,21,100
Market-Adjusted Model,20607,9/8/2022,-0.007944382,0.083033527,0.081410276,21,100
Market-Adjusted Model,20608,9/8/2022,-0.170340931,-0.054027782,-0.080986273,21,100
Market-Adjusted Model,20609,9/8/2022,-0.220039307,-0.143745935,-0.130684648,21,100
Market-Adjusted Model,20610,9/8/2022,-0.309278351,-0.241556846,-0.219923693,21,100
Market-Adjusted Model,20612,9/8/2022,0.002020248,0.09299748,0.091374907,21,100
Market-Adjusted Model,20613,9/8/2022,-0.44191304,-0.440232572,-0.352558381,21,100
Market-Adjusted Model,20614,9/8/2022,-0.388433719,-0.326755011,-0.29907906,21,100
Market-Adjusted Model,20615,9/8/2022,-0.231119197,-0.162055622,-0.141764539,21,100
Market-Adjusted Model,20617,9/8/2022,-0.166666681,-0.084679998,-0.077312022,21,100
Market-Adjusted Model,20618,9/8/2022,-0.053658623,0.049108642,0.035696035,21,100
Market-Adjusted Model,20620,9/8/2022,-0.140175214,-0.03904252,-0.050820555,21,100
Market-Adjusted Model,20621,9/8/2022,-0.059405945,0.047677987,0.029948714,21,100
Market-Adjusted Model,20622,9/8/2022,-0.103713207,-0.015468118,-0.014358549,21,100
Market-Adjusted Model,20623,9/8/2022,-0.045540804,0.066636576,0.043813854,21,100
Market-Adjusted Model,20624,9/8/2022,0.002012119,0.092985362,0.091366777,21,100
Market-Adjusted Model,20628,9/8/2022,0.38717341,0.516315915,0.476528069,21,100
Market-Adjusted Model,20629,9/8/2022,0.003027218,0.093998235,0.092381877,21,100
Market-Adjusted Model,20630,9/8/2022,-0.066666658,0.032456837,0.022688,21,100
Market-Adjusted Model,20631,9/8/2022,-0.250000001,-0.160200888,-0.160645343,21,100
Market-Adjusted Model,20632,9/8/2022,0.192682931,0.33329708,0.282037589,21,100
Market-Adjusted Model,20633,9/8/2022,-0.365217357,-0.334643694,-0.275862698,21,100
Market-Adjusted Model,20636,9/8/2022,-0.299999951,-0.229036497,-0.210645293,21,100
Market-Adjusted Model,20637,9/8/2022,-0.187165792,-0.106828763,-0.097811134,21,100
Market-Adjusted Model,20638,9/8/2022,0.00201821,0.092990615,0.091372869,21,100
Market-Adjusted Model,20639,9/8/2022,-0.057246377,0.063903947,0.032108282,21,100
Market-Adjusted Model,20640,9/8/2022,-0.169885086,-0.07779287,-0.080530428,21,100
Market-Adjusted Model,20641,9/8/2022,-0.075396848,0.018092264,0.013957811,21,100
Market-Adjusted Model,20644,9/8/2022,-0.112782018,-0.018828179,-0.023427359,21,100
Market-Adjusted Model,20645,9/8/2022,-0.512670582,-0.417163696,-0.423315923,21,100
Market-Adjusted Model,20646,9/8/2022,-0.277142869,-0.215950587,-0.18778821,21,100
Market-Adjusted Model,20647,9/8/2022,0.570370328,0.585016602,0.659724986,21,100
Market-Adjusted Model,20648,9/8/2022,-0.141465824,-0.044173694,-0.052111166,21,100
Market-Adjusted Model,20649,9/8/2022,-0.131459642,-0.041168313,-0.042104983,21,100
Market-Adjusted Model,20652,9/8/2022,-0.194685468,-0.11217103,-0.105330809,21,100
Market-Adjusted Model,20653,9/8/2022,-0.025316494,0.072338815,0.064038164,21,100
Market-Adjusted Model,20654,9/8/2022,-0.227589852,-0.15614098,-0.138235194,21,100
Market-Adjusted Model,20655,9/8/2022,-0.075187983,0.036452069,0.014166676,21,100
Market-Adjusted Model,20656,9/8/2022,-0.109299617,-0.00686241,-0.019944959,21,100
Market-Adjusted Model,20657,9/8/2022,-0.015421125,0.088620846,0.073933533,21,100
Market-Adjusted Model,20658,9/8/2022,0.317411482,0.384189029,0.40676614,21,100
Market-Adjusted Model,20659,9/8/2022,-0.081595616,0.01399112,0.007759043,21,100
Market-Adjusted Model,20660,9/8/2022,0.00452484,0.09730112,0.093879498,21,100
Market-Adjusted Model,20661,9/8/2022,-0.252788053,-0.1714105,-0.163433394,21,100
Market-Adjusted Model,20662,9/8/2022,-0.279384354,-0.19313644,-0.190029696,21,100
Market-Adjusted Model,20663,9/8/2022,-0.143442675,-0.01582034,-0.054088017,21,100
Market-Adjusted Model,20664,9/8/2022,-0.101845509,-0.013211905,-0.01249085,21,100
Market-Adjusted Model,20665,9/8/2022,-6.22E-11,0.090983635,0.089354658,21,100
Market-Adjusted Model,20666,9/8/2022,-0.002022291,0.08896208,0.087332368,21,100
Market-Adjusted Model,20667,9/8/2022,-0.12225477,-0.035418843,-0.032900112,21,100
Market-Adjusted Model,20668,9/8/2022,-0.002123531,0.088859801,0.087231127,21,100
Market-Adjusted Model,20670,9/8/2022,-0.167521377,-0.072891168,-0.078166719,21,100
Market-Adjusted Model,20671,9/8/2022,2.49E-10,0.090989064,0.089354659,21,100
Market-Adjusted Model,20672,9/8/2022,-0.052957954,0.036768454,0.036396705,21,100
Market-Adjusted Model,20673,9/8/2022,-0.024247537,0.066457852,0.065107121,21,100
Market-Adjusted Model,20674,9/8/2022,-0.124005938,-0.037016298,-0.03465128,21,100
Market-Adjusted Model,20675,9/8/2022,-0.002525214,0.088459938,0.086829445,21,100
Market-Adjusted Model,20676,9/8/2022,-0.001517485,0.089501461,0.087837173,21,100
Market-Adjusted Model,20679,9/8/2022,2.58E-11,0.090978265,0.089354659,21,100
Market-Adjusted Model,20680,9/8/2022,-0.071295699,0.02784667,0.01805896,21,100
Market-Adjusted Model,20681,9/8/2022,-0.144792548,-0.056716805,-0.055437889,21,100
Market-Adjusted Model,20682,9/8/2022,-0.035138284,0.064977072,0.054216374,21,100
Market-Adjusted Model,20683,9/8/2022,-0.002024338,0.08895644,0.08733032,21,100
Market-Adjusted Model,20684,9/8/2022,-0.131367616,-0.043782068,-0.042012957,21,100
Market-Adjusted Model,20686,9/8/2022,-0.001013708,0.089970986,0.088340951,21,100
Market-Adjusted Model,20687,9/8/2022,-0.16639869,-0.082584054,-0.077044031,21,100
Market-Adjusted Model,20688,9/8/2022,0.003039487,0.094009744,0.092394145,21,100
Market-Adjusted Model,20689,9/8/2022,-0.034533297,0.056023919,0.054821362,21,100
Market-Adjusted Model,20690,9/8/2022,-0.042050764,0.048195151,0.047303894,21,100
Market-Adjusted Model,20691,9/8/2022,0.013513499,0.143133873,0.102868158,21,100
Market-Adjusted Model,20692,9/8/2022,-0.038296681,0.052436891,0.051057977,21,100
Market-Adjusted Model,20695,9/8/2022,-0.084932567,0.004057776,0.004422092,21,100
Market-Adjusted Model,20696,9/8/2022,-0.051911459,0.038503223,0.037443199,21,100
Market-Adjusted Model,20697,9/8/2022,-0.072657765,0.017218311,0.016696894,21,100
Market-Adjusted Model,20698,9/8/2022,-0.05637253,0.033980679,0.032982129,21,100
Market-Adjusted Model,20699,9/8/2022,-0.037298627,0.053450856,0.052056032,21,100
Market-Adjusted Model,20700,9/8/2022,-0.100175856,-0.000794857,-0.010821198,21,100
Market-Adjusted Model,20701,9/8/2022,-0.080087637,0.009159492,0.009267021,21,100
Market-Adjusted Model,20702,9/8/2022,-0.062762279,0.027782674,0.02659238,21,100
Market-Adjusted Model,20703,9/8/2022,-0.079894694,0.009809165,0.009459964,21,100
Market-Adjusted Model,20704,9/8/2022,-0.068237752,0.021914843,0.021116907,21,100
Market-Adjusted Model,20705,9/8/2022,-0.015974641,0.074887851,0.073380018,21,100
Market-Adjusted Model,20708,9/8/2022,-0.042089449,0.0483293,0.047265209,21,100
Market-Adjusted Model,20709,9/8/2022,-0.089020496,0.000146388,0.000334163,21,100
Market-Adjusted Model,20711,9/8/2022,-0.050638565,0.04006451,0.038716094,21,100
Market-Adjusted Model,20712,9/8/2022,-0.001519792,0.089472367,0.087834867,21,100
Market-Adjusted Model,20713,9/8/2022,0.001020431,0.092000081,0.09037509,21,100
Market-Adjusted Model,20716,9/8/2022,-0.000507111,0.090469328,0.088847547,21,100
Market-Adjusted Model,20717,9/8/2022,-0.304577428,-0.226023575,-0.21522277,21,100
Market-Adjusted Model,20718,9/8/2022,-0.059432486,0.030498358,0.029922173,21,100
Market-Adjusted Model,20719,9/8/2022,-0.091654712,-0.002619745,-0.002300053,21,100
Market-Adjusted Model,20720,9/8/2022,-0.045454564,0.044738676,0.043900094,21,100
Market-Adjusted Model,20721,9/8/2022,-0.120388316,-0.013278013,-0.031033657,21,100
Market-Adjusted Model,20724,9/8/2022,0.001014222,0.09199141,0.09036888,21,100
Market-Adjusted Model,20725,9/8/2022,-0.073632887,0.016522587,0.015721772,21,100
Market-Adjusted Model,20726,9/8/2022,-0.256172818,-0.18192197,-0.16681816,21,100
Market-Adjusted Model,20727,9/8/2022,-0.156515078,-0.063629228,-0.06716042,21,100
Market-Adjusted Model,20728,9/8/2022,0.009758901,0.103562143,0.099113559,21,100
Market-Adjusted Model,20729,9/8/2022,-0.083844171,0.005707214,0.005510488,21,100
Market-Adjusted Model,20731,9/8/2022,-0.003042569,0.087942385,0.086312089,21,100
Market-Adjusted Model,20732,9/8/2022,-0.04356533,0.046548822,0.045789328,21,100
Market-Adjusted Model,20733,9/8/2022,-0.283687933,-0.226936302,-0.194333275,21,100
Market-Adjusted Model,20734,9/8/2022,-0.073670559,0.017282121,0.0156841,21,100
Market-Adjusted Model,20735,9/8/2022,-0.103169237,-0.012345219,-0.013814579,21,100
Market-Adjusted Model,20737,9/8/2022,-0.108527125,2.51659E-05,-0.019172467,21,100
Market-Adjusted Model,20738,9/8/2022,0.00406091,0.095029102,0.093415568,21,100
Market-Adjusted Model,20739,9/8/2022,-0.408719337,-0.380787215,-0.319364679,21,100
Market-Adjusted Model,20740,9/8/2022,0.000505221,0.091501279,0.089859879,21,100
Market-Adjusted Model,20741,9/8/2022,0.0040404,0.095013965,0.093395059,21,100
Market-Adjusted Model,20742,9/8/2022,0.005065876,0.096034348,0.094420534,21,100
Market-Adjusted Model,20743,9/8/2022,0.004052681,0.095043732,0.09340734,21,100
Market-Adjusted Model,20744,9/8/2022,0.006072821,0.097039759,0.095427479,21,100
Market-Adjusted Model,20745,9/8/2022,-0.092495676,-0.003754412,-0.003141018,21,100
Market-Adjusted Model,20746,9/8/2022,0.00606668,0.097032174,0.095421338,21,100
Market-Adjusted Model,20747,9/8/2022,0.007092168,0.098060558,0.096446826,21,100
Market-Adjusted Model,20748,9/8/2022,0.004052681,0.095034918,0.093407339,21,100
Market-Adjusted Model,20750,9/8/2022,-0.052780584,0.039322612,0.036574075,21,100
Market-Adjusted Model,20751,9/8/2022,0.055319198,0.172829532,0.144673856,21,100
Market-Adjusted Model,20752,9/8/2022,0.006578905,0.097533081,0.095933563,21,100
Market-Adjusted Model,20753,9/8/2022,0.004545463,0.095508346,0.093900121,21,100
Market-Adjusted Model,20754,9/8/2022,-0.196721313,-0.104793615,-0.107366654,21,100
Market-Adjusted Model,20755,9/8/2022,0.004050515,0.095022246,0.093405173,21,100
Market-Adjusted Model,20756,9/8/2022,0.005060748,0.096026842,0.094415407,21,100
Market-Adjusted Model,20760,9/8/2022,0.005589462,0.096551239,0.09494412,21,100
Market-Adjusted Model,20761,9/8/2022,-0.089999988,0.010541583,-0.000645329,21,100
Market-Adjusted Model,20762,9/8/2022,-0.00303334,0.087939014,0.086321318,21,100
Market-Adjusted Model,20763,9/8/2022,0.00201821,0.092992276,0.091372868,21,100
Market-Adjusted Model,20764,9/8/2022,-0.064840685,0.026724273,0.024513973,21,100
Market-Adjusted Model,20765,9/8/2022,-0.04168555,0.051879904,0.047669109,21,100
Market-Adjusted Model,20767,9/8/2022,8.70E-11,0.090981596,0.089354659,21,100
Market-Adjusted Model,20768,9/8/2022,0.004048579,0.095018845,0.093403238,21,100
Market-Adjusted Model,20769,9/8/2022,0.001013194,0.091989348,0.090367853,21,100
Market-Adjusted Model,20775,9/8/2022,-0.004044485,0.086938114,0.085310173,21,100
Market-Adjusted Model,20776,9/8/2022,-0.099999995,-0.001364985,-0.010645337,21,100
Market-Adjusted Model,20777,9/8/2022,0.005569651,0.096537584,0.09492431,21,100
Market-Adjusted Model,20779,9/8/2022,0.003073743,0.094071771,0.092428402,21,100
Market-Adjusted Model,20780,9/8/2022,-0.000507208,0.090473672,0.088847451,21,100
Market-Adjusted Model,20783,9/8/2022,0.003533554,0.09451236,0.092888212,21,100
Market-Adjusted Model,20784,9/8/2022,-0.252976171,-0.18353031,-0.163621513,21,100
Market-Adjusted Model,20785,9/8/2022,-0.000505828,0.090469557,0.08884883,21,100
Market-Adjusted Model,20786,9/8/2022,-0.144779905,-0.028940866,-0.055425246,21,100
Market-Adjusted Model,20787,9/8/2022,-0.006249996,0.094646556,0.083104662,21,100
Market-Adjusted Model,20788,9/8/2022,-0.502551017,-0.558116829,-0.413196358,21,100
Market-Adjusted Model,20789,9/8/2022,-0.002022291,0.08895079,0.087332368,21,100
Market-Adjusted Model,20791,9/8/2022,-0.148148189,-0.006473695,-0.058793531,21,100
Market-Adjusted Model,20792,9/8/2022,0.003531771,0.094502451,0.092886429,21,100
Market-Adjusted Model,20793,9/8/2022,-0.248995986,-0.147013785,-0.159641327,21,100
Market-Adjusted Model,20794,9/8/2022,-0.191142178,-0.097493876,-0.10178752,21,100
Market-Adjusted Model,20795,9/8/2022,-0.000506854,0.090476018,0.088847804,21,100
Market-Adjusted Model,20796,9/8/2022,-0.040999501,0.067926072,0.048355158,21,100
Market-Adjusted Model,20797,9/8/2022,-0.154666641,-0.042146939,-0.065311983,21,100
Market-Adjusted Model,20798,9/8/2022,0.233576668,0.362428258,0.322931326,21,100
Market-Adjusted Model,20799,9/8/2022,-0.002024338,0.088960072,0.087330321,21,100
Market-Adjusted Model,20801,9/8/2022,-0.264999976,-0.157230386,-0.175645318,21,100
Market-Adjusted Model,20804,9/8/2022,-0.002022291,0.088956963,0.087332367,21,100
Market-Adjusted Model,20805,9/8/2022,0.002016079,0.092991926,0.091370738,21,100
Market-Adjusted Model,20808,9/8/2022,-0.001013194,0.089963216,0.088341464,21,100
Market-Adjusted Model,20809,9/8/2022,-0.000506597,0.090474723,0.088848061,21,100
Market-Adjusted Model,20812,9/8/2022,-0.002022291,0.088961069,0.087332368,21,100
Market-Adjusted Model,20813,9/8/2022,-0.124649844,-0.039855696,-0.035295186,21,100
Market-Adjusted Model,20814,9/8/2022,-0.034631995,0.094655335,0.054722664,21,100
Market-Adjusted Model,20815,9/8/2022,0.001507572,0.092484901,0.090862231,21,100
Market-Adjusted Model,20816,9/8/2022,-0.27766178,-0.200984038,-0.188307121,21,100
Market-Adjusted Model,20817,9/8/2022,-0.215722521,-0.12116353,-0.126367863,21,100
Market-Adjusted Model,20818,9/8/2022,-0.00396825,0.087010923,0.085386408,21,100
Market-Adjusted Model,20819,9/8/2022,9.33E-10,0.015090716,0.015529864,3,100
Market-Adjusted Model,20820,9/8/2022,-0.172972965,-0.071309002,-0.083618307,21,100
Market-Adjusted Model,20821,9/8/2022,0.006073014,0.097032035,0.095427673,21,100
Market-Adjusted Model,20822,9/8/2022,0.00201821,0.093008933,0.091372868,21,100
Market-Adjusted Model,20823,9/8/2022,-0.009198072,0.105172857,0.080156586,21,100
Market-Adjusted Model,20824,9/8/2022,-8.44E-11,0.090976687,0.089354658,21,100
Market-Adjusted Model,20825,9/8/2022,1.135135012,0.907040682,1.224489671,21,100
Market-Adjusted Model,20826,9/8/2022,-0.001517485,0.089467138,0.087837173,21,100
Market-Adjusted Model,20827,9/8/2022,0.00455236,0.095520821,0.093907018,21,100
Market-Adjusted Model,20831,9/8/2022,8.63E-11,0.090982625,0.089354659,21,100
Market-Adjusted Model,20832,9/8/2022,-0.084112145,0.026644947,0.005242513,21,100
Market-Adjusted Model,20833,9/8/2022,-0.002548478,0.088428515,0.08680618,21,100
Market-Adjusted Model,20834,9/8/2022,0.090451608,0.203810426,0.179806266,21,100
Market-Adjusted Model,20838,9/8/2022,-0.001016283,0.08998916,0.088338375,21,100
Market-Adjusted Model,20839,9/8/2022,-9.44E-08,0.090983792,0.089354564,21,100
Market-Adjusted Model,20840,9/8/2022,-0.001520465,0.089465431,0.087834193,21,100
Market-Adjusted Model,20841,9/8/2022,0.002929755,0.093924974,0.092284413,21,100
Market-Adjusted Model,20842,9/8/2022,-0.07111984,0.028977852,0.018234818,21,100
Market-Adjusted Model,20843,9/8/2022,-0.092903253,0.033189934,-0.003548594,21,100
Market-Adjusted Model,20844,9/8/2022,-0.05789474,0.052610248,0.031459918,21,100
Market-Adjusted Model,20846,9/8/2022,-0.234374998,-0.124440479,-0.145020339,21,100
Market-Adjusted Model,20847,9/8/2022,-0.001519022,0.089464075,0.087835636,21,100
Market-Adjusted Model,20848,9/8/2022,-0.050847485,0.047686417,0.038507173,21,100
Market-Adjusted Model,20849,9/8/2022,0.00606668,0.097029689,0.095421338,21,100
Market-Adjusted Model,20850,9/8/2022,0.005060748,0.096022578,0.094415407,21,100
Market-Adjusted Model,20851,9/8/2022,-0.002973215,0.088022029,0.086381444,21,100
Market-Adjusted Model,20852,9/8/2022,-0.001013291,0.089961856,0.088341368,21,100
Market-Adjusted Model,20855,9/8/2022,-0.175667653,-0.087602186,-0.086312994,21,100
Market-Adjusted Model,20856,9/8/2022,-0.002032416,0.08894559,0.087322243,21,100
Market-Adjusted Model,20857,9/8/2022,0.003027219,0.093998559,0.092381877,21,100
Market-Adjusted Model,20858,9/8/2022,0.003024166,0.094000113,0.092378825,21,100
Market-Adjusted Model,20859,9/8/2022,0.003517668,0.094486408,0.092872327,21,100
Market-Adjusted Model,20860,9/8/2022,0.004036323,0.09500579,0.093390982,21,100
Market-Adjusted Model,20863,9/8/2022,0.003027218,0.093995654,0.092381877,21,100
Market-Adjusted Model,20864,9/8/2022,0.001015155,0.0919929,0.090369813,21,100
Market-Adjusted Model,20865,9/8/2022,-0.07586208,0.027324527,0.013492578,21,100
Market-Adjusted Model,20866,9/8/2022,-0.001527433,0.089450177,0.087827226,21,100
Market-Adjusted Model,20867,9/8/2022,-0.000507271,0.090475606,0.088847387,21,100
Market-Adjusted Model,20868,9/8/2022,0.008113582,0.099072487,0.097468241,21,100
Market-Adjusted Model,20869,9/8/2022,-0.250000022,-0.15135043,-0.160645363,21,100
Market-Adjusted Model,20870,9/8/2022,0.044608913,0.153139998,0.133963572,21,100
Market-Adjusted Model,20871,9/8/2022,0.002028444,0.093029913,0.091383103,21,100
Market-Adjusted Model,20872,9/8/2022,-0.002525214,0.088452233,0.086829444,21,100
Market-Adjusted Model,20873,9/8/2022,-0.081999962,0.028597629,0.007354696,21,100
Market-Adjusted Model,20874,9/8/2022,-0.001014126,0.0899659,0.088340533,21,100
Market-Adjusted Model,20875,9/8/2022,0.006598942,0.097555338,0.095953601,21,100
Market-Adjusted Model,20876,9/8/2022,-0.166537542,-0.063767317,-0.077182884,21,100
Market-Adjusted Model,20877,9/8/2022,-0.000506341,0.090471815,0.088848318,21,100
Market-Adjusted Model,20878,9/8/2022,5.96E-11,0.090975937,0.089354659,21,100
Market-Adjusted Model,20879,9/8/2022,0.012422349,0.173653138,0.101777007,21,100
Market-Adjusted Model,20880,9/8/2022,6.46E-11,0.090976599,0.089354659,21,100
Market-Adjusted Model,20881,9/8/2022,0.003537125,0.094507882,0.092891783,21,100
Market-Adjusted Model,20882,9/8/2022,0.077548153,0.182773279,0.166902812,21,100
Market-Adjusted Model,20883,9/8/2022,0.005071014,0.096038153,0.094425672,21,100
Market-Adjusted Model,20884,9/8/2022,-0.001449309,0.08952445,0.08790535,21,100
Market-Adjusted Model,20886,9/8/2022,-0.001012169,0.089978611,0.08834249,21,100
Market-Adjusted Model,20887,9/8/2022,-0.00260867,0.088925635,0.086745988,21,100
Market-Adjusted Model,20890,9/8/2022,-1.17E-10,0.090978493,0.089354658,21,100
Market-Adjusted Model,20891,9/8/2022,-0.151491319,-0.061387431,-0.062136661,21,100
Market-Adjusted Model,20892,9/8/2022,-0.115762869,-0.006560677,-0.02640821,21,100
Market-Adjusted Model,20893,9/8/2022,0.048575483,0.148700038,0.137930141,21,100
Market-Adjusted Model,20894,9/8/2022,-0.235791133,-0.162151213,-0.146436475,21,100
Market-Adjusted Model,20895,9/8/2022,-0.08533331,0.020868794,0.004021349,21,100
Market-Adjusted Model,20898,9/8/2022,0.067796624,0.194974943,0.157151283,21,100
Market-Adjusted Model,20899,9/8/2022,0.138341988,0.265920443,0.227696647,21,100
Market-Adjusted Model,20900,9/8/2022,0.096638558,0.205429134,0.185993217,21,100
Market-Adjusted Model,20901,9/8/2022,0.016413284,0.114741576,0.105767943,21,100
Market-Adjusted Model,20902,9/8/2022,-0.319738994,-0.276724976,-0.230384335,21,100
Market-Adjusted Model,20903,9/8/2022,-0.056368586,0.034763776,0.032986073,21,100
Market-Adjusted Model,20904,9/8/2022,-0.116001202,-0.027514474,-0.026646543,21,100
Market-Adjusted Model,20905,9/8/2022,-0.071517581,0.018500041,0.017837077,21,100
Market-Adjusted Model,20906,9/8/2022,-0.002539418,0.088465371,0.08681524,21,100
Market-Adjusted Model,20907,9/8/2022,0.001015155,0.091990316,0.090369813,21,100
Market-Adjusted Model,20908,9/8/2022,-0.0015252,0.089457473,0.087829458,21,100
Market-Adjusted Model,20911,9/8/2022,-0.090493793,-0.001283626,-0.001139134,21,100
Market-Adjusted Model,20912,9/8/2022,-0.079252238,0.010230729,0.010102421,21,100
Market-Adjusted Model,20913,9/8/2022,-0.060022085,0.038429286,0.029332573,21,100
Market-Adjusted Model,20914,9/8/2022,-0.002028347,0.088951228,0.087326311,21,100
Market-Adjusted Model,20915,9/8/2022,0.001019294,0.091995028,0.090373953,21,100
